ID,Attr27,Attr34,Attr46,Attr58,Attr6,Attr29,Attr56,Attr39,Attr55,Attr40,target
121.0,255.35,9.2132,2.5031,0.78072,-0.027139,2.9557,0.21866,0.21866,538.6,0.9613200000000001,0
122.0,0.3271,2.1951,1.0023,1.0354,0.0,3.8686,-0.0087121,-0.0087121,2942.0,0.16856,1
123.0,0.8630399999999999,0.18737,0.5483600000000001,0.90797,0.38303000000000004,5.6957,0.092033,0.078361,-102390.0,0.06942000000000001,0
124.0,30.258000000000003,4.0625,1.1224,0.8294100000000001,0.0,3.9166,0.17127,0.17127,3402.4,0.32039,0
125.0,23.111,3.6492,3.5654,0.7718,0.0,5.0971,0.22459,0.22459,45806.0,2.603,0
126.0,-1.6048,2.9833,1.2966,1.0208,0.0,3.5966,-0.01674,-0.01674,1509.6,-0.0073294,0
127.0,1.4898,5.5831,4.4079,0.9326200000000001,0.0,2.9115,0.10062,0.10062,622.33,1.1037,0
128.0,466.03,7.9472,2.4854,0.86151,0.0,2.9752,0.13405999999999998,0.13405999999999998,570.62,0.021116,0
129.0,405.2331524445491,0.15392,24.728,0.9995799999999999,0.023165,4.4185,0.000417,0.005189,25010.0,20.506999999999998,1
130.0,264.76,4.3712,2.4572,0.9376200000000001,0.0,3.7755,0.033316000000000005,0.033293,3330.0,2.403,1
131.0,1.0937,0.23617,0.43826000000000004,0.9011299999999999,-0.026529,4.1538,0.098872,0.09856000000000001,-2708.7,0.10228,0
132.0,6.0946,6.0418,1.1133,0.9034700000000001,0.0,3.0252,0.11295999999999999,0.11295999999999999,627.79,0.51955,0
133.0,405.2331524445491,0.26124,0.81284,0.90479,0.051322,5.4367,0.095209,0.075626,45702.0,0.005056000000000001,1
134.0,5.3315,1.8211,1.1244,0.9876799999999999,0.0,2.8453,0.013647999999999999,0.013647,97.12299999999999,0.066708,0
135.0,7.1852,11.792,3.7487,0.91585,0.0,4.4858,0.11205,0.11205,18884.0,2.6391,0
136.0,-43.373000000000005,5.0,1.1344,1.0334,0.20803000000000002,2.6361,-0.070103,-0.070103,86.63600000000001,0.10382000000000001,0
137.0,20.256,2.4625,1.1859,0.9177700000000001,0.0023058,6.1894,0.07596900000000001,0.07596900000000001,516070.0,0.44414,0
138.0,0.10827,0.07891799999999999,0.65958,0.9804299999999999,0.19941,4.0202,0.019565,0.010615000000000001,3929.1,0.039089,0
139.0,0.54013,1.0087,7.3794,1.0266,-0.11935,3.6722,0.039275,0.039275,2991.4,1.6239,0
140.0,9.5866,3.0903,3.0728,0.7497699999999999,0.0,3.4641,0.27595,0.27595,1963.4,0.033323,0
141.0,42.85,11.817,12.772,0.5250100000000001,0.0,3.1756,0.48508999999999997,0.48508999999999997,1329.5,10.368,0
142.0,4.2589999999999995,3.9627,0.56105,0.9194200000000001,0.0,3.7919,0.06290599999999999,0.06290599999999999,1370.9,0.074059,0
143.0,-0.13758,-0.012837000000000001,0.76423,1.0153,-0.12225,4.7161,-0.015315,-0.013968000000000001,4853.2,0.043835,0
144.0,3.1518,4.5494,1.4509,0.9814200000000001,0.61259,3.3915,0.023507,0.023507,1064.4,0.4254,0
145.0,6.3774,3.5349,0.73023,0.95383,0.0,3.6205,0.035892,0.035892,-93.54,0.32702,0
146.0,-0.43636,-0.094347,0.097649,1.0539,-0.16763,4.1739999999999995,-0.053939,-0.045989999999999996,-6360.4,0.016123,0
147.0,405.2331524445491,174.47,20.508000000000003,0.9205,0.0,3.0316,0.08174,0.08174,828.65,4.5855,0
148.0,0.5533399999999999,0.1717,0.59111,0.96298,0.13972,4.2293,0.037024,0.053285,523.73,0.044324,0
149.0,57.678999999999995,7.6772,2.3943,0.9940399999999999,-0.14540999999999998,3.1799,-0.0020050000000000003,-0.0020050000000000003,960.0,0.96716,0
150.0,1.5554,1.1129,2.8104,0.879,0.48211000000000004,5.043,0.121,0.13672,40875.0,0.67225,0
151.0,9.9942,8.125,1.167,0.9724299999999999,0.0,3.2061,0.024927,0.024927,298.34,0.085486,0
152.0,1.9094,18.497,40.0,0.8465600000000001,0.5735100000000001,4.0418,0.15344000000000002,0.16164,7375.3,10.774000000000001,0
153.0,0.44705,0.16099000000000002,1.0375,0.96921,0.21391999999999997,5.4072,0.030795,0.043328,29805.0,0.05687999999999999,0
154.0,0.14653,0.09621,0.8322299999999999,0.98719,0.034906,4.0683,0.012812,0.014465,274.3,0.19476,0
155.0,30.162,3.8943,1.3396,0.9246700000000001,0.0,4.3245,0.031055000000000003,0.031055000000000003,2493.5,0.70696,0
156.0,0.0,15.173,5.7268,0.89035,0.0,3.9271,0.11544000000000001,0.0,5016.0,1.1336,0
157.0,-0.61654,-0.11256,0.26687,1.0655,-0.11690999999999999,4.577,-0.06554,-0.065694,-22244.0,0.044392,0
158.0,-9.8451,-0.2053,0.049477,47.788000000000004,-0.78383,3.5557,0.06351511427365385,-47.047,-1899.2,0.007883,0
159.0,405.2331524445491,2.7351,0.7817,1.2385,0.00018999999999999998,3.7659,-0.23659000000000002,0.004456,691.74,0.27907,0
160.0,27.886999999999997,8.6005,3.58,0.81896,0.0,3.81,0.19041,0.19041,4766.2,0.78487,0
161.0,3.7756,2.7545,1.0591,0.91824,0.0,3.7832,0.10828,0.043465,247.73,0.045939,0
162.0,131.49,14.054,10.387,0.8195,0.27733,3.2675,0.13882,0.13882,816.14,7.205,0
163.0,9.0539,5.5573,1.1877,0.9269200000000001,0.0,3.5595,0.063927,0.063927,1852.4,0.11772,0
164.0,1.5892,2.5244,3.0857,0.70711,0.0013064,5.1319,0.31076,0.31076,4.6727,1.6008,0
165.0,0.2851,0.19418,0.53082,0.9734700000000001,-0.050122,3.8043,0.026531,0.027752999999999996,2121.4,0.080038,0
166.0,0.53583,0.10818,0.7016600000000001,0.9149299999999999,-0.11671,5.5363,0.085066,0.049025,22583.0,0.050612,0
167.0,0.8314299999999999,0.16927999999999999,0.7701399999999999,0.94181,0.26453000000000004,4.3052,0.058185,0.078305,361.51,0.027654,0
168.0,4224.1,11.700999999999999,3.9673,0.9626299999999999,0.0,3.1156,0.028682999999999997,0.028682999999999997,941.69,2.0565,0
169.0,2.2607,1.5319,0.80415,0.98288,0.0,4.8473,0.030233999999999997,0.030233999999999997,1.1357,0.018207,0
170.0,0.0,0.0,1.2861,0.0075959999999999995,0.20776999999999998,3.65,1.0,0.00245,2101.9,0.11291,0
171.0,1.1293,1.7968,1.4025,0.8635200000000001,-0.03706,5.7307,0.17975,0.10002,176470.0,0.2567,0
172.0,3.6692,2.8728,3.6303,0.7387699999999999,0.77757,4.0835,0.26123,0.27107,5437.6,1.3618,0
173.0,0.37216,0.09548999999999999,0.64207,0.97039,0.1151,4.7805,0.029606999999999998,0.036114,17076.0,0.022011000000000003,0
174.0,1.1445,4.7298,0.5635100000000001,0.9960200000000001,-0.002971,3.1699,0.024266,0.024266,-14.085999999999999,0.007219,0
175.0,0.073643,0.07411799999999999,0.5029899999999999,0.99544,0.087003,5.0219,0.004562699999999999,0.0073307,2478.2,0.31261,0
176.0,7.4468,1.8713,0.41547,0.87265,0.0,3.0576,0.1374,0.1374,-131.34,0.23972,0
177.0,16.114,11.280999999999999,0.8832399999999999,0.92395,0.0,2.6767,0.093065,0.093065,253.99,0.56508,0
178.0,0.0,0.87224,1.2461,0.42736,0.0,4.1373,0.5818300000000001,0.006377399999999999,4692.9,0.17114000000000001,0
179.0,3.2145,3.0638,0.7218100000000001,0.9606899999999999,0.0,4.2854,0.038618,0.038618,10076.0,0.33860999999999997,0
180.0,0.6399,4.4118,0.3754,1.0084,-0.33626,3.675,0.001318,0.001318,-971.24,0.063436,0
181.0,0.099328,0.12460999999999998,1.4865,0.9938299999999999,0.22626999999999997,4.3298,0.0061681,0.0098715,4109.4,0.2024,0
182.0,0.6611100000000001,0.18384,0.98535,0.93225,-0.087375,4.2585,0.067749,0.061632000000000006,2276.7,0.14924,0
183.0,-59.805,1.5698,546.7,2.1959999999999997,-2.7939999999999996,2.1069999999999998,-1.1561,-1.1561,127.71,1.3803239224514137,1
184.0,-0.71312,-0.13785,0.37003,1.0637,-0.12265,4.3305,-0.06371,-0.07585599999999999,-3278.1,0.010675,0
185.0,-0.01251,-0.013127000000000002,1.2556,1.0159,0.023313999999999998,4.1433,-0.015924,-0.001271,3614.1,0.36699,0
186.0,9.4065,9.6717,2.6431,0.8645700000000001,0.0,2.6852,0.15117,0.15117,335.69,1.0671,0
187.0,2.1246,0.046116000000000004,0.05439,0.074533,-0.0088682,4.8631,1.0,0.10942,818.0,0.006422399999999999,1
188.0,-1.1699,0.76295,0.80613,1.0419,-0.54414,3.8225,-0.068979,-0.068979,-776.63,0.022272999999999998,0
189.0,0.055999999999999994,0.032588,0.7511399999999999,0.9934200000000001,0.07169199999999999,5.3125,0.0065769999999999995,0.005563,-878.87,0.039098,0
190.0,7.3979,3.1086,0.41949,0.8980100000000001,0.0,4.0421,0.11322,0.11322,563.37,0.014738999999999999,0
191.0,0.33634000000000003,0.03418,0.6106,0.96124,-0.067368,5.4729,0.03876,0.032331,-41947.0,0.20310999999999998,0
192.0,0.0,0.55518,0.89855,0.14138,0.0,3.8199,0.86108,0.003907,1593.8,0.28981,0
193.0,0.0,3.3848,6.4932,0.51973,0.0,3.6548,0.47598999999999997,0.043851,3643.8,2.5304,0
194.0,-6.2953,1.8709,0.39083,1.1807,-0.20874,3.3188,-0.17467,-0.17467,-1147.5,0.006365399999999999,0
195.0,0.52779,0.30808,1.9924,0.9503299999999999,0.25901,4.9558,0.049671,0.050158,35399.0,0.046215,0
196.0,1.1219,4.2217,1.1875,0.9092899999999999,1.7986,4.0754,0.090713,0.10201,919.66,0.6030399999999999,0
197.0,1758.4,3.2685,1.2303,0.88787,0.0,4.0751,0.10617,0.10617,4701.3,0.6269899999999999,0
198.0,0.0,2.247,0.56076,0.67809,-0.16544,4.6172,0.32478,0.011668000000000001,-2007.2,0.019453,0
199.0,4.9611,4.0127,0.34675,0.96814,0.36363,3.3866,0.026163,0.026163,-57.071000000000005,0.15715,0
200.0,0.0,1.9771,0.7351800000000001,0.8229,-0.31417,3.6938,0.1917,0.0071010000000000005,-281.41,0.026404,0
201.0,405.2331524445491,4.688,3.3646,0.93253,0.0,2.4379,0.06523,0.06523,192.64,2.8613,0
202.0,0.14182,0.13174,2.342,1.0262,0.021759999999999998,4.4297,-0.026237,0.014554,17020.0,1.3366,0
203.0,2.6513,2.3316,1.2248,0.91464,-0.089625,3.7065,0.11207,0.11207,1196.5,0.13278,0
204.0,1.2866,0.49628,2.551,0.8928,0.46197,4.1144,0.1072,0.11487,7967.9,1.6125,0
205.0,0.090192,0.024112,0.79442,0.99359,-0.0063989,4.2776,0.0064128,0.0089614,-696.09,0.014308000000000001,0
206.0,405.2331524445491,0.07379400000000001,0.22701999999999997,0.8133600000000001,-11.405999999999999,2.6271,0.39752,0.36811,-122.61,0.031342,0
207.0,-1127.9,0.95714,1.5479,1.2533,-0.35058,2.2968,-0.29585,-0.29585,84.93799999999999,0.72943,0
208.0,0.28891999999999995,0.07220499999999999,0.1471,0.9630200000000001,0.14312,5.4237,0.036975,0.027823,-123240.0,0.0051179,0
209.0,-0.16982,-0.13188,1.3147,1.0113,-0.22898000000000002,4.323,-0.011345000000000001,-0.017175,929.53,0.21864,0
210.0,2.2245,2.6506,0.37578,0.95778,0.0,3.5210000000000004,0.079202,0.079202,-1088.4,0.0024971,0
211.0,1.7607,1.3549,1.2809,0.8256600000000001,0.075709,5.4395,0.23696,0.08781599999999999,56789.0,1.1149,0
212.0,2.5412,2.0461,1.1139,0.51462,-0.028219,4.0587,0.50745,0.50745,1.3911,0.031483,0
213.0,2.513,0.70367,1.2216,0.80938,0.49463,4.4868,0.19062,0.2034,9128.7,0.65861,0
214.0,1.8461,3.4763,0.9720799999999999,0.98775,-0.27865999999999996,3.985,0.010392,0.010392,2557.6,0.3645,0
215.0,2.5882,4.3829,0.85859,0.96986,-0.52912,3.1761,0.046349,0.046349,-71.762,0.63385,0
216.0,-2.6447,2.3211,0.89451,1.0189,0.0,3.7541,-0.08532000000000001,-0.08532000000000001,134.0,0.40565999999999997,0
217.0,2.2048,0.97345,6.7382,0.81523,0.39047,5.4776,0.18477000000000002,0.17974,212800.0,0.30262,0
218.0,0.33285,0.36338000000000004,1.0994,0.96949,0.20781999999999998,4.6018,0.030514,0.032269,6069.6,0.077019,0
219.0,1.1963,6.996,1.2065,0.99623,0.0,2.3428,0.022985,0.022985,34.263000000000005,0.00012656,0
220.0,19.714000000000002,48.2,140.19,0.966017612377581,0.31317,7.7381,0.06351511427365385,0.0030612638109970627,288670.0,131.07,0
221.0,0.62146,0.20396,0.68503,0.9342,0.044573,4.1027,0.06579700000000001,0.058057000000000004,245.88,0.062374,0
