Attr46,Attr27,Attr24,Attr58,Attr34,Attr56,Attr35,Attr39,Attr40,Attr61,target
0.68906,0.21370999999999998,0.11132,0.97757,0.058562,0.022433,0.051035000000000004,0.020891999999999997,0.025619,4.225,0
0.68125,0.8484200000000001,0.38424,0.9371700000000001,0.47838,0.062828,0.1731,0.079512,0.0086069,11.742,0
1.6911,0.35065,0.083616,0.96614,0.35514,0.03386,0.16016,0.033877,0.13201,6.7241,0
1.1266,1.3825,0.33409,0.87331,0.32242,0.12669,0.19896,0.12072999999999999,0.46252,4.0216,0
0.84555,20.45,0.04066,0.97409,2.5679,0.041145,0.064487,0.041145,0.08538899999999999,3.5937,0
0.32026,0.5595600000000001,-0.047094,1.0078,2.3467,-0.18867,-0.23981,-0.18867,0.044123,8.0264,0
2.6178,1.4726,0.87349,0.88356,1.5852,0.11644000000000002,0.2458,0.13011,0.92694,7.2233,0
2.8249,5.053272939236849,-0.06861,0.9339,7.7107,0.0091015,0.019282,0.009103,0.22473,3.0217,0
0.61058,-2.7261,0.072418,1.035,4.323,-0.028061000000000003,-0.064153,-0.028061000000000003,0.071924,8.8585,0
1.1979,0.0,0.10454000000000001,0.8690399999999999,2.9263,0.14849,0.00015916,0.00014319,0.47983000000000003,5.5155,0
1.9413,101.05,0.95629,0.84215,2.0444,0.16028,0.16417,0.16028,0.99516,3.5923,0
1.5591,0.016041999999999997,0.25001,0.99271,0.01871,0.0072887,0.0075995,0.0015925000000000002,0.40808,10.207,0
1.1125,4.2971,0.036102999999999996,0.9866299999999999,5.0445,0.017675,0.047719,0.017675,0.0053482,4.6418,0
1.0251,0.06410700000000001,0.24264000000000002,0.99349,0.04741,0.006512899999999999,0.045579,0.006368899999999999,0.037901,7.5401,0
6.7015,509.5158860201175,0.29599000000000003,0.7129,6.3981,0.23076999999999998,0.2205,0.23076999999999998,4.3676,3.5639,0
1.5311,-0.54367,-0.11348,1.008,4.997,0.009545200000000002,0.014075999999999998,0.0095451,0.32495999999999997,4.4701,0
28.247,1377.4,0.9169299999999999,0.58922,16.808,0.41107,0.41533000000000003,0.41107,0.12709,1.0149,0
0.75715,0.35386,0.10138,0.9652299999999999,0.22478,0.034774,0.08569199999999999,0.034155,0.2257,13.258,0
6.0588,0.85714,0.11707000000000001,0.99385,56.588,0.0051706,0.035970999999999996,0.0051706,2.5882,16.39,0
19.36428214513913,0.3525223184998885,0.007268000000000001,0.50403,13.901,0.47626999999999997,0.006571,0.47626999999999997,7.765796816472684,0.07042899999999999,0
0.27759,0.12239000000000001,-0.027926999999999997,0.9881700000000001,0.015359000000000001,0.011833,0.013096,0.012094,0.19557,17.252,0
0.62949,0.12125999999999999,0.017959,0.9888,0.057883000000000004,0.011205,0.035009,0.01199,0.040354,12.005,0
0.54697,-23.331592491073565,-0.20836,1.0318,5.847957591550182,-0.031784,-0.16143,-0.042819,0.030525999999999998,8.9528,1
0.40267,-27.929000000000002,-0.6168899999999999,1.6153,1.5567,-0.5918399999999999,-0.57849,-0.5918399999999999,0.068249,3.0282,0
0.59764,311.75,0.79935,0.90794,6.4221,0.080813,0.27518000000000004,0.080813,0.48796000000000006,4.729,1
0.71814,0.81286,0.19276,0.8759600000000001,0.33478,0.12404000000000001,0.15022,0.07120399999999999,0.33956,13.626,0
0.83839,10.511,0.11735999999999999,0.9738100000000001,5.1259,0.021707,0.060699,0.021707,0.24343,9.2942,0
0.078414,-7.354361884339228,-0.49968,1.0724,5.7281357144425895,-0.07235499999999999,-0.47877,-0.38904,0.0015657,24.232,1
0.36117,-95.0848985286398,-2.4616,1.1731,1.0438,-0.19988,-0.55276,-0.19988,0.25851,10.960999999999999,0
1.3545,8.43303125817092,0.20995,0.65292,3.5115,0.35143,0.0,0.0,0.31076,5.1874,0
1.314,0.098365,0.12628,0.99472,0.12824000000000002,0.0052788999999999996,0.023888,0.009784600000000001,0.23581999999999997,12.27,0
1.0,6.4881,0.30498000000000003,0.87818,3.4531,0.14655,0.30323,0.14655,0.33707,10.659,0
0.37821,0.034669,-0.005783,0.98959,0.008717,0.010409999999999999,0.006411,0.003431,0.010256999999999999,7.8276,0
0.7018800000000001,0.37644,0.035129,1.0013,2.843,0.009472,0.01551,0.009472,0.1092,4.8428,0
0.89525,-0.42318999999999996,-1.5784,1.0267,0.9133463014333921,-0.026718000000000002,-0.08441799999999999,-0.043449,0.008665,4.6098,0
0.34717,-0.46774,-0.19665,1.3521,0.30321,-0.07331900000000001,-0.059661,-0.07331900000000001,0.32184,11.154000000000002,0
0.64565,6.4709,0.099194,0.75912,1.4788,0.26153000000000004,0.1663,0.26153000000000004,0.089638,5.621,0
0.64182,3.4687,0.19289,0.94232,1.8297,0.067319,0.073887,0.067319,0.022236000000000002,4.5013,0
2.4878,98.98252905035397,2.0382,0.9299299999999999,81.896,0.074043,0.8508,0.074043,1.1683,66.73899999999999,0
1.4207,1.3781,1.0097,0.87349,1.2755,0.12650999999999998,0.34726,0.12037,0.096012,8.099,0
0.78082,28.98202243498898,-0.13683,0.0016323,0.0,1.0,0.010342,0.0057872,0.04024,7.7908,0
0.45548999999999995,-2.1316,-0.075159,1.1361,1.1207,-0.11619000000000002,-0.05887100000000001,-0.11619000000000002,0.004211,2.8018,0
5.232,0.59309,0.17052,0.9164899999999999,0.48565,0.083505,0.044893,0.054357,4.274,9.9012,0
0.55294,1.5222,0.2185,0.88964,1.5156,0.07918,0.097076,0.07918,0.01213,3.4396,0
0.86345,2.1257,0.12989,0.9731200000000001,4.4185,0.040361,0.092029,0.040361,0.19162,11.825,0
1.0941,-1.8372,-0.31315,1.0832,1.7311,-0.20651,-0.17044,-0.20651,0.56386,5.95,0
0.27625,1.2304,0.050046,0.9729399999999999,1.8248,0.090788,0.16527,0.090788,0.049693,8.859,0
1.1856,-431.35039720022564,-0.13109,6.6163e-05,0.0,1.0,1.349e-05,2.4505e-06,0.044573,6.0772,0
0.9942700000000001,1.8624,0.35003,0.9953200000000001,6.7941,0.009459,0.037489999999999996,0.009459,0.036088,7.2936,0
0.73049,24.031,0.9625600000000001,0.95263,14.265999999999998,0.04943,0.27528,0.04943,0.41175,48.716,0
1.8864,3.8337,0.20158,0.9557899999999999,2.7474,0.058444,0.083472,0.058444,1.0543,8.1472,0
0.6524,1.6462,0.077038,0.97065,1.6444,0.029977999999999998,0.037989,0.029977999999999998,0.0079052,3.3981,0
0.9162299999999999,-1.5983,0.29631,1.0043,1.7961,-0.020115,-0.02411,-0.020115,0.23043000000000002,2.5674,0
0.46515,-997.09,0.040361,0.9591299999999999,1.0289,-0.022113999999999998,-0.02044,-0.022113999999999998,0.059101,2.5072,0
3.0614,0.052229,0.3702,0.99749,0.040594,0.002513,0.009772,0.00521,2.7974,29.519000000000002,0
0.2768,0.68158,0.11721,0.9316399999999999,0.089179,0.068362,0.06375499999999999,0.063498,0.026631000000000002,6.4728,0
0.32691,2.0921,0.044666000000000004,0.95893,2.3311,0.022654,0.023608,0.022654,0.010046,13.588,0
1.0989,-0.10007,0.094486,1.0544,0.9939009491372532,-0.054387,-0.011195,-0.010551999999999999,0.010245,2.1472,0
13.405,27352.0,0.12290999999999999,0.93525,1.0992,0.005838,0.002263,0.005835,6.6462,2.597,0
2.1521,0.47668,0.14147,1.1391,0.26785,-0.13912,0.033056999999999996,0.054299,0.42053999999999997,3.5669999999999997,0
6.425,2.1173,0.6037100000000001,0.79564,3.0877,0.20435999999999999,0.31754,0.16846,2.5782,4.7647,0
0.6079100000000001,0.056603999999999995,0.021333,0.95595,5.1324,-0.040559,-0.086969,-0.040422,0.076739,20.442999999999998,1
1.3702,0.28086,0.050893,0.9758100000000001,0.20114,0.024193,0.032461000000000004,0.027407,0.59785,10.232000000000001,0
0.98083,0.02823,0.12699000000000002,0.9975799999999999,0.009222,0.002419,0.005292,0.002816,0.025775,3.4288,0
0.18244000000000002,0.0,-0.22694,-0.015269999999999999,0.0,1.0,0.028818,0.036641,0.045484,6.4924,0
1.8449,64.61620671647613,0.31204,0.8866700000000001,4.8205,0.098575,0.26661,0.098575,0.73768,4.83,0
0.17878,1.2394,0.036680000000000004,1.0133,1.8230000000000002,0.018330000000000003,0.028629,0.018330000000000003,0.038022,50.208,0
1.109,16.051,0.6523800000000001,0.9205399999999999,3.5927,0.08732100000000001,0.18083,0.08732100000000001,0.036405,4.1166,0
1.1062,-0.13935,-0.028026,1.0177,2.585482989817505,-0.017706,-0.022407,-0.014182,0.050950999999999996,4.3419,0
1.2344,17.820999999999998,0.56966,0.90764,3.8803,0.1034,0.13515,0.1034,0.60165,7.7047,0
0.48335,0.20305,0.23685,0.9803,0.066577,0.019703000000000002,0.046028,0.019905000000000003,0.11760999999999999,10.119,0
1.0186,2.0929,0.071509,0.95078,2.1430000000000002,0.08774,0.12683,0.08774,0.30396999999999996,3.287,0
10.469000000000001,133.63,0.21955,0.9721,1.8997,0.086786,0.067913,0.086786,9.9015,19.221,0
2.0465,2.7988,0.7461399999999999,0.9243100000000001,4.8205,0.097426,0.21955,0.097427,0.46292,4.0958,0
0.25719000000000003,0.2258,0.0021738000000000005,0.96862,0.038267,0.031376,0.03216,0.021871,0.007590899999999999,7.0099,0
4.3726,5.3614,0.070686,0.7822899999999999,1.2136,0.3375,0.084208,0.26476,2.0869999999999997,0.8838,0
0.36709,2.2999,0.30721,0.97654,4.6556,0.043403,0.12397000000000001,0.043403,0.11759000000000001,24.801,0
0.33324000000000004,1.1753,-0.025907,0.9906200000000001,0.23084000000000002,0.009375,0.10038,0.11642000000000001,0.05256,8.806000000000001,0
0.7169800000000001,11.265999999999998,0.44887,0.94706,8.3107,0.055576,0.18686,0.055576,0.30649,22.499000000000002,0
0.58213,0.66335,0.12685,0.94578,0.14382,0.054216999999999994,0.08632000000000001,0.062739,0.03501,6.1885,0
2.4442,-0.62761,0.07034299999999999,1.0639,14.840937595684066,-0.063911,-0.059404,-0.066772,1.5096,8.0932,0
3.4017,1.2274,0.52846,0.88245,0.54611,0.11755,0.12624000000000002,0.10832,1.5026,3.4112,0
0.66369,10.288,0.25311,0.9616100000000001,6.3751,0.042781,0.14608,0.042781,0.27921999999999997,18.45,0
0.45024,9.0432,0.56443,0.82268,1.4647,0.20848000000000003,0.18641,0.20848000000000003,0.01208,8.6487,0
82.95299999999999,51.167,0.19099000000000002,0.90723,38.653,0.09461900000000001,0.03609,0.09461900000000001,81.211,24.506,0
0.5030600000000001,-0.060444000000000005,0.074305,1.004,1.9280821829116426,-0.0039874,-0.022171,-0.0060685,0.0039311,9.9608,0
0.84495,0.0,0.29679,0.69226,2.1582,0.31172,0.0074638000000000005,0.0056333,0.032251999999999996,3.8584,0
1.2103,0.44811000000000006,0.41656000000000004,0.9590200000000001,0.4378,0.040982,0.12128,0.042975,0.1975,10.058,0
0.18865,2.3395,0.18822,0.8122699999999999,0.40245,0.18773,0.29934,0.19003,0.011106999999999999,13.968,0
0.14578,-1.0058,-1.0017,1.1068,1.0359744842154734,-0.10682,-0.38731,-0.11133,0.0020434,19.241,0
0.28841,0.25225,0.047281000000000004,0.9860899999999999,0.035008,0.013913,0.034516000000000005,0.024874,0.011478,6.6265,0
0.59634,1.6264,0.08532100000000001,0.85714,0.80521,0.14286,0.17603,0.1394,0.012164,11.832,0
1.4068,16.715999999999998,0.30967,0.89197,3.8739,0.46563999999999994,0.22816,0.1218,0.2502,4.3286,0
2.5031,255.35,1.1376,0.78072,9.2132,0.21866,1.0232,0.21866,0.9613200000000001,7.6479,0
1.0023,0.3271,0.0033271999999999998,1.0354,2.1951,-0.0087121,-0.0081516,-0.0087121,0.16856,3.905,1
0.5483600000000001,0.8630399999999999,0.39736,0.90797,0.18737,0.092033,0.13649,0.078361,0.06942000000000001,4.9925,0
1.1224,30.258000000000003,0.5532,0.8294100000000001,4.0625,0.17127,0.32016999999999995,0.17127,0.32039,6.196000000000001,0
3.5654,23.111,0.37984,0.7718,3.6492,0.22459,0.22551,0.22459,2.603,12.453,0
1.2966,-1.6048,-0.10115,1.0208,2.9833,-0.01674,-0.020113,-0.01674,0.33943373152047707,2.2591,0
4.4079,1.4898,0.17138,0.9326200000000001,5.5831,0.10062,0.12654,0.10062,1.1037,1.8788,0
2.4854,466.03,0.43742,0.86151,7.9472,0.13405999999999998,0.42111000000000004,0.13405999999999998,0.021116,3.7242,0
24.728,42.43982777976088,0.034047,0.9995799999999999,0.15392,0.000417,0.005693999999999999,0.005189,20.506999999999998,7.0271,1
2.4572,264.76,0.38048000000000004,0.9376200000000001,4.3712,0.033316000000000005,0.042894,0.033293,2.403,6.398,1
0.43826000000000004,1.0937,-0.028047000000000002,0.9011299999999999,0.23617,0.098872,0.11731,0.09856000000000001,0.10228,9.2726,0
1.1133,6.0946,0.1925,0.9034700000000001,6.0418,0.11295999999999999,0.22462,0.11295999999999999,0.51955,11.470999999999998,0
0.81284,9.213690850306278,0.078173,0.90479,0.26124,0.095209,0.12577,0.075626,0.005056000000000001,8.0876,1
1.1244,5.3315,0.060941999999999996,0.9876799999999999,1.8211,0.013647999999999999,0.019496,0.013647,0.066708,1.8581,0
3.7487,7.1852,0.38769000000000003,0.91585,11.792,0.11205,0.15139,0.11205,2.6391,13.55,0
1.1344,-43.373000000000005,-0.031338,1.0334,5.0,-0.070103,-0.21025,-0.070103,0.10382000000000001,4.5339,0
1.1859,20.256,0.11703,0.9177700000000001,2.4625,0.07596900000000001,0.10607,0.07596900000000001,0.44414,3.6853,0
0.65958,0.10827,0.26595,0.9804299999999999,0.07891799999999999,0.019565,0.042774,0.010615000000000001,0.039089,12.088,0
7.3794,0.54013,-0.14015999999999998,1.0266,1.0087,0.039275,0.044239999999999995,0.039275,1.6239,2.4133,0
3.0728,9.5866,0.34607,0.7497699999999999,3.0903,0.27595,0.37195,0.27595,0.033323,1.5347,0
12.772,42.85,2.0125,0.5250100000000001,11.817,0.48508999999999997,0.8391,0.48508999999999997,10.368,9.544,0
0.56105,4.2589999999999995,0.32455,0.9194200000000001,3.9627,0.06290599999999999,0.1604,0.06290599999999999,0.074059,17.758,0
0.76423,-0.13758,-0.13694,1.0153,1.3570000067225376,-0.015315,-0.009407500000000001,-0.013968000000000001,0.043835,4.0822,0
1.4509,3.1518,0.24078000000000002,0.9814200000000001,4.5494,0.023507,0.038599,0.023507,0.4254,7.6524,0
0.73023,6.3774,0.23438,0.95383,3.5349,0.035892,0.079093,0.035892,0.32702,9.3561,0
0.097649,-0.43636,-0.16574,1.0539,13.95211075294257,-0.053939,-0.067591,-0.045989999999999996,0.016123,31.212,0
20.508000000000003,510.9719666458167,1.4338,0.9205,174.47,0.08174,0.56193,0.08174,4.5855,11.902999999999999,0
0.59111,0.5533399999999999,0.18189,0.96298,0.1717,0.037024,0.0987,0.053285,0.044324,7.228,0
2.3943,57.678999999999995,-0.053195000000000006,0.9940399999999999,7.6772,-0.0020050000000000003,-0.005058,-0.0020050000000000003,0.96716,5.3816,0
2.8104,1.5554,0.49062,0.879,1.1129,0.121,0.19371,0.13672,0.67225,5.4796,0
1.167,9.9942,0.22338000000000002,0.9724299999999999,8.125,0.024927,0.10195,0.024927,0.085486,9.5951,0
40.0,1.9094,0.5735100000000001,0.8465600000000001,18.497,0.15344000000000002,0.21449000000000001,0.16164,10.774000000000001,3.9154,0
1.0375,0.44705,0.27689,0.96921,0.16099000000000002,0.030795,0.071922,0.043328,0.05687999999999999,3.9625,0
0.8322299999999999,0.14653,0.044454,0.98719,0.09621,0.012812,0.05057,0.014465,0.19476,13.133,0
1.3396,30.162,0.16893,0.9246700000000001,3.8943,0.031055000000000003,0.033554,0.031055000000000003,0.70696,8.0877,0
5.7268,0.0,0.35283000000000003,0.89035,15.173,0.11544000000000001,0.0,0.0,1.1336,3.7345,0
0.26687,-0.61654,-0.10296,1.0655,1.8375257832849832,-0.06554,-0.09502200000000001,-0.065694,0.044392,7.7014,0
0.049477,-9.8451,-0.78383,1.0921425734218777,15.563243527088213,-0.24112879678447519,-0.11896,0.06996915517203478,0.007883,0.10937000000000001,0
0.7817,5.4232081795507465,0.051058,1.2385,2.7351,-0.23659000000000002,0.006022,0.004456,0.27907,6.4051,0
3.58,27.886999999999997,1.2233,0.81896,8.6005,0.19041,0.43316000000000004,0.19041,0.78487,4.7611,0
1.0591,3.7756,0.17327,0.91824,2.7545,0.10828,0.088202,0.043465,0.045939,4.8125,0
10.387,131.49,0.17382,0.8195,14.054,0.13882,0.12705,0.13882,7.205,6.1256,0
1.1877,9.0539,0.16671,0.9269200000000001,5.5573,0.063927,0.14169,0.063927,0.11772,5.5483,0
3.0857,1.5892,0.26507,0.70711,2.5244,0.31076,0.21026999999999998,0.31076,1.6008,4.0839,0
0.53082,0.2851,-0.042206,0.9734700000000001,0.19418,0.026531,0.09460199999999999,0.027752999999999996,0.080038,15.520999999999999,0
0.7016600000000001,0.53583,-0.11272,0.9149299999999999,0.10818,0.085066,0.03249,0.049025,0.050612,3.6871,0
0.7701399999999999,0.8314299999999999,0.32885,0.94181,0.16927999999999999,0.058185,0.075919,0.078305,0.027654,8.111,0
3.9673,4224.1,0.42596000000000006,0.9626299999999999,11.700999999999999,0.028682999999999997,0.096407,0.028682999999999997,2.0565,8.2874,0
0.80415,2.2607,0.039612,0.98288,1.5319,0.030233999999999997,0.041472,0.030233999999999997,0.018207,2.008,0
1.2861,0.0,0.5571585604529211,0.0075959999999999995,0.0,1.0,0.005638000000000001,0.00245,0.11291,4.0587,0
1.4025,1.1293,-0.028949000000000003,0.8635200000000001,1.7968,0.17975,0.07460800000000001,0.10002,0.2567,2.3219,0
3.6303,3.6692,0.77757,0.7387699999999999,2.8728,0.26123,0.44056000000000006,0.27107,1.3618,6.2894,0
0.64207,0.37216,0.13903,0.97039,0.09548999999999999,0.029606999999999998,0.058226,0.036114,0.022011000000000003,8.4382,0
0.5635100000000001,1.1445,0.1362,0.9960200000000001,4.7298,0.024266,0.10091,0.024266,0.007219,10.4,0
0.5029899999999999,0.073643,0.11024,0.99544,0.07411799999999999,0.004562699999999999,0.022154,0.0073307,0.31261,60.748000000000005,0
0.41547,7.4468,0.17876,0.87265,1.8713,0.1374,0.18824000000000002,0.1374,0.23972,15.054,0
0.8832399999999999,16.114,0.24327,0.92395,11.280999999999999,0.093065,0.49409,0.093065,0.56508,39.097,0
1.2461,0.0,0.25916999999999996,0.42736,0.87224,0.5818300000000001,0.008214,0.006377399999999999,0.17114000000000001,3.0373,0
0.7218100000000001,3.2145,0.24586999999999998,0.9606899999999999,3.0638,0.038618,0.029162,0.038618,0.33860999999999997,13.172,0
0.3754,0.6399,-0.048922,1.0084,4.4118,0.001318,0.007509999999999999,0.001318,0.063436,16.433,0
1.4865,0.099328,0.22626999999999997,0.9938299999999999,0.12460999999999998,0.0061681,0.028005000000000002,0.0098715,0.2024,13.674000000000001,0
0.98535,0.6611100000000001,-0.07483300000000001,0.93225,0.18384,0.067749,0.097697,0.061632000000000006,0.14924,10.449000000000002,0
546.7,-59.805,-3.6239999999999997,2.1959999999999997,1.5698,-1.1561,-2.6317,-1.1561,43.319209377447535,132.38,1
0.37003,-0.71312,-0.13887,1.0637,1.9221479343529833,-0.06371,-0.12320999999999999,-0.07585599999999999,0.010675,5.0765,0
1.2556,-0.01251,0.03009,1.0159,0.060960199934928315,-0.015924,-0.004063000000000001,-0.001271,0.36699,12.057,0
2.6431,9.4065,0.6497710905562417,0.8645700000000001,9.6717,0.15117,0.52628,0.15117,1.0671,7.2296,0
0.05439,2.1246,0.04186,0.074533,0.046116000000000004,1.0,0.084214,0.10942,0.006422399999999999,2.2255,1
0.80613,-1.1699,-0.011887,1.0419,0.76295,-0.068979,-0.050441,-0.068979,0.022272999999999998,0.91655,0
0.7511399999999999,0.055999999999999994,0.056372000000000005,0.9934200000000001,0.032588,0.0065769999999999995,0.020188,0.005563,0.039098,8.2646,0
0.41949,7.3979,0.48516000000000004,0.8980100000000001,3.1086,0.11322,0.235,0.11322,0.014738999999999999,8.7917,0
0.6106,0.33634000000000003,-0.070536,0.96124,0.03418,0.03876,0.023166,0.032331,0.20310999999999998,2.6192,0
0.89855,0.0,0.21441999999999997,0.14138,0.55518,0.86108,0.008105,0.003907,0.28981,8.708,0
6.4932,0.0,0.51775,0.51973,3.3848,0.47598999999999997,0.053233,0.043851,2.5304,11.880999999999998,0
0.39083,-6.2953,-0.6586,1.1807,1.8709,-0.17467,-0.2658,-0.17467,0.006365399999999999,4.1847,0
1.9924,0.52779,0.32035,0.9503299999999999,0.30808,0.049671,0.094851,0.050158,0.046215,4.4988,0
1.1875,1.1219,1.7986,0.9092899999999999,4.2217,0.090713,0.58524,0.10201,0.6030399999999999,74.778,0
1.2303,1758.4,0.3370702349931012,0.88787,3.2685,0.10617,0.23319,0.10617,0.6269899999999999,6.3204,0
0.56076,0.0,-0.08433099999999999,0.67809,2.247,0.32478,0.030616,0.011668000000000001,0.019453,6.3539,0
0.34675,4.9611,0.07786599999999999,0.96814,4.0127,0.026163,0.063041,0.026163,0.15715,22.361,0
0.7351800000000001,0.0,-0.042065,0.8229,1.9771,0.1917,0.016658000000000003,0.0071010000000000005,0.026404,3.679,0
3.3646,5.269511671953646,0.21744000000000002,0.93253,4.688,0.06523,0.09723,0.06523,2.8613,9.9653,0
2.342,0.14182,0.029077999999999996,1.0262,0.13174,-0.026237,0.017588,0.014554,1.3366,9.0041,0
1.2248,2.6513,0.20775,0.91464,2.3316,0.11207,0.26318,0.11207,0.13278,4.8786,0
2.551,1.2866,0.57994,0.8928,0.49628,0.1072,0.18667999999999998,0.11487,1.6125,4.8916,0
0.79442,0.090192,-0.004388,0.99359,0.024112,0.0064128,0.015040999999999999,0.0089614,0.014308000000000001,3.449,0
0.22701999999999997,4.561579581251639,-4.7667,0.8133600000000001,0.07379400000000001,0.39752,0.54324,0.36811,0.031342,10.83,0
1.5479,-1127.9,-0.30115,1.2533,0.95714,-0.29585,-0.11587,-0.29585,0.72943,0.90249,0
0.1471,0.28891999999999995,0.11209000000000001,0.9630200000000001,0.07220499999999999,0.036975,0.05589500000000001,0.027823,0.0051179,18.278,0
1.3147,-0.16982,-0.08969099999999999,1.0113,4.821149812284452,-0.011345000000000001,-0.018517,-0.017175,0.21864,7.0058,0
0.37578,2.2245,0.1213,0.95778,2.6506,0.079202,0.17595,0.079202,0.0024971,9.2172,0
1.2809,1.7607,0.061742,0.8256600000000001,1.3549,0.23696,0.11185,0.08781599999999999,1.1149,35.650999999999996,0
1.1139,2.5412,0.34702,0.51462,2.0461,0.50745,1.0477,0.50745,0.031483,7.0861,0
1.2216,2.513,0.49758,0.80938,0.70367,0.19062,0.18115,0.2034,0.65861,9.9815,0
0.9720799999999999,1.8461,-0.31489,0.98775,3.4763,0.010392,0.027268,0.010392,0.3645,14.536,0
0.85859,2.5882,0.36001,0.96986,4.3829,0.046349,0.15104,0.046349,0.63385,40.64,0
0.89451,-2.6447,-0.027481000000000002,1.0189,2.3211,-0.08532000000000001,-0.14374,-0.08532000000000001,0.40565999999999997,5.593,0
6.7382,2.2048,0.39882,0.81523,0.97345,0.18477000000000002,0.13946,0.17974,0.30262,1.0188,0
1.0994,0.33285,0.25626,0.96949,0.36338000000000004,0.030514,0.23299,0.032269,0.077019,11.015999999999998,0
1.2065,1.1963,0.033976,0.99623,6.996,0.022985,0.12403,0.022985,0.00012656,5.9356,0
140.19,19.714000000000002,0.31306,0.9089111480236916,48.2,0.09255367025744664,0.001827,0.09227056964424837,131.07,0.0,0
0.68503,0.62146,0.084988,0.9342,0.20396,0.06579700000000001,0.11159000000000001,0.058057000000000004,0.062374,6.9393,0
0.19838,7.3294,0.014515,0.9857299999999999,7.2911,0.021211,0.021571,0.021211,0.040638,50.477,0
0.61731,0.0,0.43641,0.0038173,0.015745,0.99644,0.0016192999999999997,0.0010251,0.25190999999999997,12.09,0
0.7360899999999999,10.073,1.3556,0.5443100000000001,1.8002,0.46548,0.19635,0.084426,0.16914,5.9235,1
6.4816,0.0,0.18867,0.8866299999999999,17.656,0.11692999999999999,0.0022153000000000003,0.0014814,2.4127,4.9139,0
1.4751,6.8745,0.25587,0.95363,6.8262,0.054422000000000005,0.17207,0.054422000000000005,0.096251,5.2354,0
0.78785,4.8099,0.12775999999999998,0.89455,3.9359,0.12976,0.18967,0.12976,0.31799,10.394,0
0.49643999999999994,0.094355,0.11728,0.9968,0.03395,0.0031955,0.012274,0.0094054,0.041573,7.9357,0
